,Player,Span,Mat,Inns,Balls,Runs,Wkts,Ave,Econ,SR,4,5,Unnamed: 13,
16,RS Gabriel,(West Indies),1984-1984,11,0,0,0,0,0,0,0,0,0,
17,DJ Gandhi,(INDIA),1999-2000,3,0,0,0,0,0,0,0,0,0,
18,HJW Gardiner,(Scotland),2013-2015,11,0,0,0,0,0,0,0,0,0,
19,LV Garrick,(West Indies),2001-2001,3,0,0,0,0,0,0,0,0,0,
20,LK Germon,(Newzealand),1994-1997,37,0,0,0,0,0,0,0,0,0,
21,Ghulam Ali,(Pakistan),1993-1995,3,0,0,0,0,0,0,0,0,0,
22,Ghulam Shabber,(UAE),2017-2019,23,0,0,0,0,0,0,0,0,0,
23,T Gibbons,(BMUDA),2006-2006,2,0,0,0,0,0,0,0,0,0,
24,HH Gibbs,(South Africa),1996-2010,248,0,0,0,0,0,0,0,0,0,
25,AC Gilchrist,(Australia),1996-2008,287,0,0,0,0,0,0,0,0,0,
26,PG Gillespie,(Ireland),2006-2007,5,0,0,0,0,0,0,0,0,0,
27,DM Gondaria,(KENYA),2013-2013,2,0,0,0,0,0,0,0,0,0,
28,HM Goonatilleke,(Srilanka),1982-1982,6,0,0,0,0,0,0,0,0,0,
29,IJ Gould,(England),1983-1983,18,0,0,0,0,0,0,0,0,0,
30,ZE Green,(NAM),2019-2019,5,0,0,0,0,0,0,0,0,0,
31,AE Greenidge,(West Indies),1978-1978,1,0,0,0,0,0,0,0,0,0,
32,AFG Griffith,(West Indies),1996-2000,9,0,0,0,0,0,0,0,0,0,
33,R Gunasekera,(CAN),2008-2014,19,0,0,0,0,0,0,0,0,0,
34,AAW Gunawardena,(Srilanka),1994-1994,1,0,0,0,0,0,0,0,0,0,
35,DA Gunawardene,(Srilanka),1998-2006,61,0,0,0,0,0,0,0,0,0,
36,SK Gupta,(KENYA),1996-2001,10,0,0,0,0,0,0,0,0,0,
37,Gurdeep Singh,(KENYA),2013-2013,1,0,0,0,0,0,0,0,0,0,
38,Gursharan Singh,(INDIA),1990-1990,1,0,0,0,0,0,0,0,0,0,
39,BJ Haddin,(Australia),2001-2015,126,0,0,0,0,0,0,0,0,0,
40,BG Hadlee,(Newzealand),1975-1975,2,0,0,0,0,0,0,0,0,0,
41,Hafizur Rahman,(Bangladesh),1986-1986,2,0,0,0,0,0,0,0,0,0,
42,RS Haire,(Ireland),2008-2008,2,0,0,0,0,0,0,0,0,0,
43,OJ Hairs,(Scotland),2010-2010,5,0,0,0,0,0,0,0,0,0,
44,AD Hales,(England),2014-2019,70,0,0,0,0,0,0,0,0,0,
45,JD Hall,(Ireland),2010-2010,3,0,0,0,0,0,0,0,0,0,
46,JH Hampshire,(England),1971-1972,3,0,0,0,0,0,0,0,0,0,
47,Hamza Tariq,(CAN),2011-2014,7,0,0,0,0,0,0,0,0,0,
48,PSP Handscomb,(Australia),2017-2019,22,0,0,0,0,0,0,0,0,0,
49,Harilal Shah,(EAf),1975-1975,3,0,0,0,0,0,0,0,0,0,
0,Haroon Rasheed,(Pakistan),1977-1982,12,0,0,0,0,0,0,0,0,0,
1,JV Harris,(CAN),2003-2003,6,0,0,0,0,0,0,0,0,0,
2,RG Hart,(Newzealand),2002-2002,2,0,0,0,0,0,0,0,0,0,
3,RT Hart,(Newzealand),1985-1985,1,0,0,0,0,0,0,0,0,0,
4,BR Hartland,(Newzealand),1992-1994,16,0,0,0,0,0,0,0,0,0,
5,Harunur Rashid,(Bangladesh),1988-1988,2,0,0,0,0,0,0,0,0,0,
6,Hasan Raza,(Pakistan),1996-1999,16,0,0,0,0,0,0,0,0,0,
7,BF Hastings,(Newzealand),1973-1975,11,0,0,0,0,0,0,0,0,0,
8,FC Hayes,(England),1973-1975,6,0,0,0,0,0,0,0,0,0,
9,Hazratullah Zazai,(Afghanistan),2018-2019,16,0,0,0,0,0,0,0,0,0,
10,RGA Headley,(West Indies),1973-1973,1,0,0,0,0,0,0,0,0,0,
11,IA Healy,(Australia),1988-1997,168,0,0,0,0,0,0,0,0,0,
12,SP Heaney,(CAN),2006-2006,4,0,0,0,0,0,0,0,0,0,
13,SD Heazlett,(Australia),2017-2017,1,0,0,0,0,0,0,0,0,0,
14,JG Heron,(Zimbabve),1983-1983,6,0,0,0,0,0,0,0,0,0,
15,SO Hetmyer,(West Indies),2017-2019,43,0,0,0,0,0,0,0,0,0,
16,PD Heyn,(Srilanka),1975-1975,2,0,0,0,0,0,0,0,0,0,
17,AMJ Hilditch,(Australia),1979-1985,8,0,0,0,0,0,0,0,0,0,
18,RIC Holder,(West Indies),1993-1997,37,0,0,0,0,0,0,0,0,0,
19,KA Hope,(West Indies),2017-2017,7,0,0,0,0,0,0,0,0,0,
20,SD Hope,(West Indies),2016-2019,72,0,0,0,0,0,0,0,0,0,
21,GJ Hopkins,(Newzealand),2004-2010,25,0,0,0,0,0,0,0,0,0,
22,MJ Horne,(Newzealand),1997-2002,50,0,0,0,0,0,0,0,0,0,
23,PA Horne,(Newzealand),1987-1987,4,0,0,0,0,0,0,0,0,0,
24,JM How,(Newzealand),2005-2011,41,0,0,0,0,0,0,0,0,0,
25,LG Howell,(Newzealand),1998-1998,12,0,0,0,0,0,0,0,0,0,
26,PJ Hughes,(Australia),2013-2014,25,0,0,0,0,0,0,0,0,0,
27,Humayun Farhat,(Pakistan),2001-2001,5,0,0,0,0,0,0,0,0,0,
28,GW Humpage,(England),1981-1981,3,0,0,0,0,0,0,0,0,0,
29,N Hussain,(England),1989-2003,88,0,0,0,0,0,0,0,0,0,
30,RO Hussain,(Scotland),2006-2010,8,0,0,0,0,0,0,0,0,0,
31,KH Butt,(HKG),2008-2008,2,0,0,0,0,0,0,0,0,0,
32,DP Hyatt,(West Indies),2011-2011,9,0,0,0,0,0,0,0,0,0,
33,Ibrahim Zadran,(Afghanistan),2019-2019,1,0,0,0,0,0,0,0,0,0,
34,Ihsanullah,(Afghanistan),2017-2018,16,0,0,0,0,0,0,0,0,0,
35,Ikram Alikhil,(Afghanistan),2019-2019,12,0,0,0,0,0,0,0,0,0,
36,Imam0ul0Haq,(Pakistan),2017-2019,37,0,0,0,0,0,0,0,0,0,
37,Imran Abbas,(Pakistan),2000-2000,2,0,0,0,0,0,0,0,0,0,
38,Imrul Kayes,(Bangladesh),2008-2018,78,0,0,0,0,0,0,0,0,0,
39,Imtiaz Abbasi,(UAE),1994-1996,7,0,0,0,0,0,0,0,0,0,
40,PJ Ingram,(Newzealand),2010-2010,8,0,0,0,0,0,0,0,0,0,
41,IT Iqbal,(KENYA),1996-1996,3,0,0,0,0,0,0,0,0,0,
42,RD Jacobs,(West Indies),1996-2004,147,0,0,0,0,0,0,0,0,0,
43,W Jaffer,(INDIA),2006-2006,2,0,0,0,0,0,0,0,0,0,
44,Jahangir Alam,(Bangladesh),1997-1999,3,0,0,0,0,0,0,0,0,0,
45,Jahurul Islam,(Bangladesh),2010-2013,14,0,0,0,0,0,0,0,0,0,
46,WR James,(Zimbabve),1992-1996,11,0,0,0,0,0,0,0,0,0,
47,PA Jaques,(Australia),2006-2007,6,0,0,0,0,0,0,0,0,0,
48,Jatinder Singh,(OMAN),2019-2019,5,0,0,0,0,0,0,0,0,0,
49,Javed Omar,(Bangladesh),1995-2007,59,0,0,0,0,0,0,0,0,0,
0,Javed Qadeer,(Pakistan),1995-1995,1,0,0,0,0,0,0,0,0,0,
1,Jawahir Shah,(EAf),1975-1975,3,0,0,0,0,0,0,0,0,0,
2,RSA Jayasekera,(Srilanka),1982-1982,2,0,0,0,0,0,0,0,0,0,
3,SA Jayasinghe,(Srilanka),1979-1979,2,0,0,0,0,0,0,0,0,0,
4,HAPW Jayawardene,(Srilanka),2003-2007,6,0,0,0,0,0,0,0,0,0,
5,LR Johnson,(West Indies),2008-2015,6,0,0,0,0,0,0,0,0,0,
6,MR Johnson,(USA),2004-2004,2,0,0,0,0,0,0,0,0,0,
7,GO Jones,(ENG/PNG),2004-2014,51,0,0,0,0,0,0,0,0,0,
8,MA Jones,(Scotland),2018-2019,8,0,0,0,0,0,0,0,0,0,
9,RA Jones,(Newzealand),2003-2003,5,0,0,0,0,0,0,0,0,0,
10,C Jonker,(South Africa),2018-2018,2,0,0,0,0,0,0,0,0,0,
11,S Jora,(NEPAL),2019-2019,1,0,0,0,0,0,0,0,0,0,
12,SC Joseph,(West Indies),2000-2005,13,0,0,0,0,0,0,0,0,0,
13,DI Joyce,(Ireland),2006-2007,3,0,0,0,0,0,0,0,0,0,
14,EC Joyce,(ENG/IRE),2006-2018,78,0,0,0,0,0,0,0,0,0,
15,R Kaia,(Zimbabve),2015-2015,1,0,0,0,0,0,0,0,0,0,
16,M Kaif,(INDIA),2002-2006,125,0,0,0,0,0,0,0,0,0,
17,AV Kale,(INDIA),2003-2003,1,0,0,0,0,0,0,0,0,0,
18,RS Kaluwitharana,(Srilanka),1990-2004,189,0,0,0,0,0,0,0,0,0,
19,Kamran Akmal,(Pakistan),2002-2017,157,0,0,0,0,0,0,0,0,0,
20,TS Kamunhukamwe,(Zimbabve),2018-2019,3,0,0,0,0,0,0,0,0,0,
21,RB Kanhai,(West Indies),1973-1975,7,0,0,0,0,0,0,0,0,0,
22,M Karg,(NAM),2003-2003,3,0,0,0,0,0,0,0,0,0,
23,IA Karim,(KENYA),2011-2014,9,0,0,0,0,0,0,0,0,0,
24,SS Karim,(INDIA),1997-2000,34,0,0,0,0,0,0,0,0,0,
25,KD Karthik,(INDIA),2004-2019,94,0,0,0,0,0,0,0,0,0,
26,F Kasteni,(Zimbabve),2007-2007,3,0,0,0,0,0,0,0,0,0,
27,SM Katich,(Australia),2001-2006,45,0,0,0,0,0,0,0,0,0,
28,MF Kent,(Australia),1981-1981,5,0,0,0,0,0,0,0,0,0,
29,RB Kerr,(Australia),1985-1985,4,0,0,0,0,0,0,0,0,0,
30,D Keulder,(NAM),2003-2003,6,0,0,0,0,0,0,0,0,0,
31,RWT Key,(England),2003-2004,5,0,0,0,0,0,0,0,0,0,
32,SP Khakurel,(NEPAL),2018-2018,2,0,0,0,0,0,0,0,0,0,
33,Khaled Mashud,(Bangladesh),1995-2006,126,0,0,0,0,0,0,0,0,0,
34,Khalid Latif,(Pakistan),2008-2010,5,0,0,0,0,0,0,0,0,0,
35,SC Khanna,(INDIA),1979-1984,10,0,0,0,0,0,0,0,0,0,
36,UT Khawaja,(Australia),2013-2019,40,0,0,0,0,0,0,0,0,0,
37,GK Khoda,(INDIA),1998-1998,2,0,0,0,0,0,0,0,0,0,
38,AR Khurasiya,(INDIA),1999-2001,12,0,0,0,0,0,0,0,0,0,
39,Khurram Manzoor,(Pakistan),2008-2009,7,0,0,0,0,0,0,0,0,0,
40,Khurram Nawaz,(OMAN),2019-2019,3,0,0,0,0,0,0,0,0,0,
41,C Kieswetter,(England),2010-2013,46,0,0,0,0,0,0,0,0,0,
42,BA King,(West Indies),2019-2019,1,0,0,0,0,0,0,0,0,0,
43,SMH Kirmani,(INDIA),1976-1986,49,0,0,0,0,0,0,0,0,0,
44,H Klaasen,(South Africa),2018-2019,14,0,0,0,0,0,0,0,0,0,
45,NV Knight,(England),1996-2003,100,0,0,0,0,0,0,0,0,0,
46,APE Knott,(England),1971-1977,20,0,0,0,0,0,0,0,0,0,
47,LJ Koen,(South Africa),1997-2000,5,0,0,0,0,0,0,0,0,0,
48,JP Kotze,(NAM),2019-2019,5,0,0,0,0,0,0,0,0,0,
49,P Krishnamurthy,(INDIA),1976-1976,1,0,0,0,0,0,0,0,0,0,
0,CK Kruger,(HKG),2008-2008,2,0,0,0,0,0,0,0,0,0,
1,N Kruger,(Netherland),2011-2011,2,0,0,0,0,0,0,0,0,0,
2,DSBP Kuruppu,(Srilanka),1983-1990,54,0,0,0,0,0,0,0,0,0,
3,BM Laird,(Australia),1979-1982,23,0,0,0,0,0,0,0,0,0,
4,SB Lama,(HKG),2004-2004,1,0,0,0,0,0,0,0,0,0,
5,JL Langer,(Australia),1994-1997,8,0,0,0,0,0,0,0,0,0,
6,TWM Latham,(Newzealand),2012-2019,95,0,0,0,0,0,0,0,0,0,
7,WM Lawry,(Australia),1971-1971,1,0,0,0,0,0,0,0,0,0,
8,WK Lees,(Newzealand),1979-1983,31,0,0,0,0,0,0,0,0,0,
9,E Lewis,(West Indies),2016-2019,48,0,0,0,0,0,0,0,0,0,
10,GFJ Liebenberg,(South Africa),1995-1998,4,0,0,0,0,0,0,0,0,0,
11,Liton Das,(Bangladesh),2015-2019,33,0,0,0,0,0,0,0,0,0,
12,GD Lloyd,(England),1996-1998,6,0,0,0,0,0,0,0,0,0,
13,TA Lloyd,(England),1984-1984,3,0,0,0,0,0,0,0,0,0,
14,DR Lockhart,(Scotland),2006-2010,14,0,0,0,0,0,0,0,0,0,
15,JD Love,(England),1981-1981,3,0,0,0,0,0,0,0,0,0,
16,MB Loye,(England),2007-2007,7,0,0,0,0,0,0,0,0,0,
17,BW Luckhurst,(England),1975-1975,3,0,0,0,0,0,0,0,0,0,
18,MJ Lumb,(England),2014-2014,3,0,0,0,0,0,0,0,0,0,
19,MA Lynch,(England),1988-1988,3,0,0,0,0,0,0,0,0,0,
20,CA Lynn,(Australia),2017-2018,4,0,0,0,0,0,0,0,0,0,
21,C McAuslan,(HKG),2017-2017,2,0,0,0,0,0,0,0,0,0,
22,NFI McCallum,(Scotland),2006-2011,43,0,0,0,0,0,0,0,0,0,
23,RB McCosker,(Australia),1975-1982,14,0,0,0,0,0,0,0,0,0,
24,BB McCullum,(Newzealand),2002-2016,260,0,0,0,0,0,0,0,0,0,
25,PD McGlashan,(Newzealand),2009-2009,4,0,0,0,0,0,0,0,0,0,
26,JA Maclean,(Australia),1979-1979,2,0,0,0,0,0,0,0,0,0,
27,H McLeod,(EAf),1975-1975,2,0,0,0,0,0,0,0,0,0,
28,NJ MacRae,(Scotland),2006-2006,2,0,0,0,0,0,0,0,0,0,
29,EB McSweeney,(Newzealand),1986-1987,16,0,0,0,0,0,0,0,0,0,
30,DL Maddy,(England),1998-2000,8,0,0,0,0,0,0,0,0,0,
31,TN Madondo,(Zimbabve),1998-2001,13,0,0,0,0,0,0,0,0,0,
32,Mahbubur Rahman,(Bangladesh),1999-1999,1,0,0,0,0,0,0,0,0,0,
33,JP Maher,(Australia),1998-2003,26,0,0,0,0,0,0,0,0,0,
34,Mahmood Hamid,(Pakistan),1995-1995,1,0,0,0,0,0,0,0,0,0,
35,DJ Malan,(England),2019-2019,1,0,0,0,0,0,0,0,0,0,
36,JS Malhotra,(USA),2019-2019,5,0,0,0,0,0,0,0,0,0,
37,G Malla,(NEPAL),2018-2019,6,0,0,0,0,0,0,0,0,0,
38,GA Manou,(Australia),2009-2009,4,0,0,0,0,0,0,0,0,0,
39,A Maregwede,(Zimbabve),2003-2005,11,0,0,0,0,0,0,0,0,0,
40,RW Marsh,(Australia),1971-1984,92,0,0,0,0,0,0,0,0,0,
41,SE Marsh,(Australia),2008-2019,73,0,0,0,0,0,0,0,0,0,
42,CA Marshall,(CAN),1979-1979,2,0,0,0,0,0,0,0,0,0,
43,HJH Marshall,(Newzealand),2003-2007,66,0,0,0,0,0,0,0,0,0,
44,JAH Marshall,(Newzealand),2005-2008,10,0,0,0,0,0,0,0,0,0,
45,JJ Martin,(INDIA),1999-2001,10,0,0,0,0,0,0,0,0,0,
46,Masood Iqbal,(Pakistan),1984-1984,1,0,0,0,0,0,0,0,0,0,
47,SJ Massiah,(USA),2004-2004,2,0,0,0,0,0,0,0,0,0,
48,EH Mattis,(West Indies),1981-1981,2,0,0,0,0,0,0,0,0,0,
49,BM Mauricette,(CAN),1979-1979,3,0,0,0,0,0,0,0,0,0,
0,TMK Mawoyo,(Zimbabve),2006-2014,7,0,0,0,0,0,0,0,0,0,
1,MP Maynard,(England),1994-2000,14,0,0,0,0,0,0,0,0,0,
2,RD McCann,(Ireland),2010-2010,8,0,0,0,0,0,0,0,0,0,
3,JA McCollum,(Ireland),2019-2019,8,0,0,0,0,0,0,0,0,0,
4,SS McKechnie,(HKG),2017-2018,8,0,0,0,0,0,0,0,0,0,
5,V Mehra,(UAE),1994-1996,6,0,0,0,0,0,0,0,0,0,
6,PS Mehta,(EAf),1975-1975,1,0,0,0,0,0,0,0,0,0,
7,LRD Mendis,(Srilanka),1975-1989,79,0,0,0,0,0,0,0,0,0,
8,MC Mendis,(Srilanka),1995-1995,1,0,0,0,0,0,0,0,0,0,
9,DA Miller,(South Africa),2010-2019,126,0,0,0,0,0,0,0,0,0,
10,DA Minors,(BMUDA),2006-2007,20,0,0,0,0,0,0,0,0,0,
11,Mohammad Aslam,(UAE),1996-1996,4,0,0,0,0,0,0,0,0,0,
12,Mohammad Iqbal,(CAN),2007-2008,5,0,0,0,0,0,0,0,0,0,
13,Mohammad Ishaq,(UAE),1994-1996,5,0,0,0,0,0,0,0,0,0,
14,Mohammad Mithun,(Bangladesh),2014-2019,24,0,0,0,0,0,0,0,0,0,
15,Mohammad Rizwan,(Pakistan),2015-2019,32,0,0,0,0,0,0,0,0,0,
16,Mohammad Salim,(Bangladesh),2003-2003,1,0,0,0,0,0,0,0,0,0,
17,Mohammad Salman,(Pakistan),2011-2011,7,0,0,0,0,0,0,0,0,0,
18,Mohammad Shahzad,(Afghanistan),2009-2019,84,0,0,0,0,0,0,0,0,0,
19,Mohammad Wasim,(Pakistan),1996-2000,25,0,0,0,0,0,0,0,0,0,
20,Mohibullah Oryakhel,(Afghanistan),2013-2013,2,0,0,0,0,0,0,0,0,0,
21,Moin0ul0Atiq,(Pakistan),1988-1989,5,0,0,0,0,0,0,0,0,0,
22,Moin Khan,(Pakistan),1990-2004,219,0,0,0,0,0,0,0,0,0,
23,NR Mongia,(INDIA),1994-2000,140,0,0,0,0,0,0,0,0,0,
24,Moniruzzaman,(Bangladesh),2003-2003,2,0,0,0,0,0,0,0,0,0,
25,PJ Moor,(Zimbabve),2014-2019,49,0,0,0,0,0,0,0,0,0,
26,KS More,(INDIA),1984-1993,94,0,0,0,0,0,0,0,0,0,
27,VV Morea,(PNG),2014-2018,13,0,0,0,0,0,0,0,0,0,
28,DWO Morgan,(BMUDA),2006-2006,2,0,0,0,0,0,0,0,0,0,
29,EJG Morgan,(ENG/IRE),2006-2019,233,0,0,0,0,0,0,0,0,0,
30,JE Morris,(England),1990-1991,8,0,0,0,0,0,0,0,0,0,
31,JK Moss,(Australia),1979-1979,1,0,0,0,0,0,0,0,0,0,
32,MD Moxon,(England),1985-1988,8,0,0,0,0,0,0,0,0,0,
33,TV Mufambisi,(Zimbabve),2006-2007,6,0,0,0,0,0,0,0,0,0,
34,Muhammad Usman,(UAE),2016-2019,30,0,0,0,0,0,0,0,0,0,
35,AA Mulla,(CAN),2006-2009,24,0,0,0,0,0,0,0,0,0,
36,EMDY Munaweera,(Srilanka),2017-2017,2,0,0,0,0,0,0,0,0,0,
37,HG Munsey,(Scotland),2017-2019,25,0,0,0,0,0,0,0,0,0,
38,GB Murgatroyd,(NAM),2003-2003,6,0,0,0,0,0,0,0,0,0,
39,D Murphy,(Scotland),2013-2013,8,0,0,0,0,0,0,0,0,0,
40,DA Murray,(West Indies),1973-1981,10,0,0,0,0,0,0,0,0,0,
41,DJ Murray,(Newzealand),1994-1994,1,0,0,0,0,0,0,0,0,0,
42,DL Murray,(West Indies),1973-1980,26,0,0,0,0,0,0,0,0,0,
43,JR Murray,(West Indies),1992-1999,55,0,0,0,0,0,0,0,0,0,
44,R Murray,(Zimbabve),2018-2018,5,0,0,0,0,0,0,0,0,0,
45,Mushfiqur Rahim,(Bangladesh),2006-2019,216,0,0,0,0,0,0,0,0,0,
46,P Mustard,(England),2007-2008,10,0,0,0,0,0,0,0,0,0,
47,F Mutizwa,(Zimbabve),2009-2011,17,0,0,0,0,0,0,0,0,0,
48,R Mutumbami,(Zimbabve),2014-2019,33,0,0,0,0,0,0,0,0,0,
49,SJ Myburgh,(Netherland),2011-2018,13,0,0,0,0,0,0,0,0,0,
0,G Mylvaganam,(UAE),1996-1996,3,0,0,0,0,0,0,0,0,0,
1,Naeemuddin Aslam,(UAE),2004-2004,2,0,0,0,0,0,0,0,0,0,
2,Nafees Iqbal,(Bangladesh),2003-2005,16,0,0,0,0,0,0,0,0,0,
3,SS Naik,(INDIA),1974-1974,2,0,0,0,0,0,0,0,0,0,
4,KK Nair,(INDIA),2016-2016,2,0,0,0,0,0,0,0,0,0,
5,Najeeb Tarakai,(Afghanistan),2017-2017,1,0,0,0,0,0,0,0,0,0,
6,Nasim0ul0Ghani,(Pakistan),1973-1973,1,0,0,0,0,0,0,0,0,0,
7,Nasir Ahmed,(Bangladesh),1988-1990,7,0,0,0,0,0,0,0,0,0,
8,Nasir Hameed,(HKG),2004-2004,1,0,0,0,0,0,0,0,0,0,
9,Nasir Jamshed,(Pakistan),2008-2015,48,0,0,0,0,0,0,0,0,0,
10,Nasir Javed,(USA),2004-2004,1,0,0,0,0,0,0,0,0,0,
11,Naumanullah,(Pakistan),2008-2008,1,0,0,0,0,0,0,0,0,0,
12,MN Nawaz,(Srilanka),1998-2002,3,0,0,0,0,0,0,0,0,0,
13,Nazimuddin,(Bangladesh),2008-2012,11,0,0,0,0,0,0,0,0,0,
14,Najmul Hossain Shanto,(Bangladesh),2018-2018,3,0,0,0,0,0,0,0,0,0,
15,CJ Nevin,(Newzealand),2000-2003,37,0,0,0,0,0,0,0,0,0,
16,HM Nicholls,(Newzealand),2015-2019,45,0,0,0,0,0,0,0,0,0,
17,PA Nixon,(England),2007-2007,19,0,0,0,0,0,0,0,0,0,
18,Noor0ul0Haq,(Afghanistan),2010-2010,2,0,0,0,0,0,0,0,0,0,
19,Noor Ali Zadran,(Afghanistan),2009-2019,51,0,0,0,0,0,0,0,0,0,
20,Nurul Abedin,(Bangladesh),1986-1990,4,0,0,0,0,0,0,0,0,0,
21,Nurul Hasan,(Bangladesh),2016-2016,2,0,0,0,0,0,0,0,0,0,
22,AA Obanda,(KENYA),2007-2014,49,0,0,0,0,0,0,0,0,0,
23,NJ O'Brien,(Ireland),2006-2018,103,0,0,0,0,0,0,0,0,0,
24,DO Obuya,(KENYA),2001-2012,74,0,0,0,0,0,0,0,0,0,
25,MP O'Dowd,(Netherland),2019-2019,2,0,0,0,0,0,0,0,0,0,
26,NV Ojha,(INDIA),2010-2010,1,0,0,0,0,0,0,0,0,0,
27,MA Ouma,(KENYA),2004-2014,80,0,0,0,0,0,0,0,0,0,
28,TD Paine,(Australia),2009-2018,35,0,0,0,0,0,0,0,0,0,
29,SJ Palframan,(South Africa),1996-1996,7,0,0,0,0,0,0,0,0,0,
30,MK Pandey,(INDIA),2015-2018,23,0,0,0,0,0,0,0,0,0,
31,CS Pandit,(INDIA),1986-1992,36,0,0,0,0,0,0,0,0,0,
32,RR Pant,(INDIA),2018-2019,15,0,0,0,0,0,0,0,0,0,
33,MHW Papps,(Newzealand),2004-2005,6,0,0,0,0,0,0,0,0,0,
34,JV Paranjpe,(INDIA),1998-1998,4,0,0,0,0,0,0,0,0,0,
35,BA Parchment,(West Indies),2007-2008,7,0,0,0,0,0,0,0,0,0,
36,GAHM Parkar,(INDIA),1982-1984,10,0,0,0,0,0,0,0,0,0,
37,NM Parker,(Newzealand),1976-1976,1,0,0,0,0,0,0,0,0,0,
38,AC Parore,(Newzealand),1992-2002,179,0,0,0,0,0,0,0,0,0,
39,BP Patel,(INDIA),1974-1979,10,0,0,0,0,0,0,0,0,0,
40,MD Patel,(USA),2019-2019,9,0,0,0,0,0,0,0,0,0,
41,ML Patel,(KENYA),2004-2006,3,0,0,0,0,0,0,0,0,0,
42,PA Patel,(INDIA),2003-2012,38,0,0,0,0,0,0,0,0,0,
43,GA Paterson,(Zimbabve),1983-1987,10,0,0,0,0,0,0,0,0,0,
44,SP Patil,(UAE),2014-2015,13,0,0,0,0,0,0,0,0,0,
45,BMW Patterson,(Scotland),1999-1999,3,0,0,0,0,0,0,0,0,0,
46,RK Paudel,(NEPAL),2018-2019,4,0,0,0,0,0,0,0,0,0,
47,TRO Payne,(West Indies),1984-1987,7,0,0,0,0,0,0,0,0,0,
48,GE Peckover,(Zimbabve),1983-1983,3,0,0,0,0,0,0,0,0,0,
49,MDKJ Perera,(Srilanka),2013-2019,98,0,0,0,0,0,0,0,0,0,
0,PARP Perera,(Srilanka),2019-2019,2,0,0,0,0,0,0,0,0,0,
1,MJ Petrie,(Scotland),2009-2009,4,0,0,0,0,0,0,0,0,0,
2,IL Philip,(Scotland),1999-1999,3,0,0,0,0,0,0,0,0,0,
3,WB Phillips,(Australia),1982-1986,48,0,0,0,0,0,0,0,0,0,
4,AR Pitcher,(BMUDA),2006-2007,4,0,0,0,0,0,0,0,0,0,
5,V Pollard,(Newzealand),1973-1974,3,0,0,0,0,0,0,0,0,0,
6,RH Poonawala,(UAE),1994-1994,2,0,0,0,0,0,0,0,0,0,
7,NS Poonia,(Scotland),2006-2009,21,0,0,0,0,0,0,0,0,0,
8,N Pooran,(West Indies),2019-2019,19,0,0,0,0,0,0,0,0,0,
9,WTS Porterfield,(Ireland),2006-2019,136,0,0,0,0,0,0,0,0,0,
10,N Pothas,(South Africa),2000-2000,3,0,0,0,0,0,0,0,0,0,
11,KOA Powell,(West Indies),2009-2018,46,0,0,0,0,0,0,0,0,0,
12,AD Poynter,(Ireland),2008-2014,19,0,0,0,0,0,0,0,0,0,
13,SW Poynter,(Ireland),2014-2019,21,0,0,0,0,0,0,0,0,0,
14,MSK Prasad,(INDIA),1998-1999,17,0,0,0,0,0,0,0,0,0,
15,MJ Prior,(England),2004-2011,68,0,0,0,0,0,0,0,0,0,
16,CA Pujara,(INDIA),2013-2014,5,0,0,0,0,0,0,0,0,0,
17,AG Puttick,(South Africa),2005-2005,1,0,0,0,0,0,0,0,0,0,
18,AJ Pycroft,(Zimbabve),1983-1992,20,0,0,0,0,0,0,0,0,0,
19,MR Pydanna,(West Indies),1980-1983,3,0,0,0,0,0,0,0,0,0,
20,Qasim Umar,(Pakistan),1983-1987,31,0,0,0,0,0,0,0,0,0,
21,CT Radley,(England),1978-1978,4,0,0,0,0,0,0,0,0,0,
22,Rafiqul Alam,(Bangladesh),1986-1986,2,0,0,0,0,0,0,0,0,0,
23,Rafiqul Islam,(Bangladesh),2002-2002,1,0,0,0,0,0,0,0,0,0,
24,AM Rahane,(INDIA),2011-2018,90,0,0,0,0,0,0,0,0,0,
25,KL Rahul,(INDIA),2016-2019,26,0,0,0,0,0,0,0,0,0,
26,RR Ramdass,(West Indies),2005-2005,1,0,0,0,0,0,0,0,0,0,
27,D Ramdin,(West Indies),2005-2016,139,0,0,0,0,0,0,0,0,0,
28,DR Ramsammy,(CAN),2012-2012,1,0,0,0,0,0,0,0,0,0,
29,Ramveer Rai,(UAE),2004-2004,1,0,0,0,0,0,0,0,0,0,
30,D Ranatunga,(Srilanka),1990-1990,4,0,0,0,0,0,0,0,0,0,
31,S Ranatunga,(Srilanka),1994-1996,13,0,0,0,0,0,0,0,0,0,
32,Raqibul Hasan,(Bangladesh),2008-2011,55,0,0,0,0,0,0,0,0,0,
33,Rashid Latif,(Pakistan),1992-2003,166,0,0,0,0,0,0,0,0,0,
34,V Rathour,(INDIA),1996-1997,7,0,0,0,0,0,0,0,0,0,
35,A Ratra,(INDIA),2002-2002,12,0,0,0,0,0,0,0,0,0,
36,CMW Read,(England),2000-2006,36,0,0,0,0,0,0,0,0,0,
37,B Reddy,(INDIA),1978-1981,3,0,0,0,0,0,0,0,0,0,
38,AJ Redmond,(Newzealand),2009-2010,6,0,0,0,0,0,0,0,0,0,
39,RE Redmond,(Newzealand),1973-1973,2,0,0,0,0,0,0,0,0,0,
40,IR Redpath,(Australia),1971-1975,5,0,0,0,0,0,0,0,0,0,
